bullet_point,category,category_url,clickthrough_url,close_date,currency,funds_raised_amount,funds_raised_percent,image_url,is_indemand,is_pre_launch,is_promoted,is_proven,offered_by,open_date,perk_goal_percentage,perks_claimed,price_offered,price_retail,product_stage,project_id,project_type,source_url,tagline,tags,title
"null","Tabletop Games","/explore/tabletop-games","/projects/ariadne-and-bob","2022-02-10T23:59:59-08:00","CAD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/lfirbbxs1fjg4qpqjjf5.jpg","false","false","false","false","null","2022-01-25T00:00:00-08:00","null","null","null","null","null","2729167","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","A GMful RPG for 2-4 players about a know-it-all and her trusty sidekick.","[""indie""]","Ariadne and Bob"
"null","Tabletop Games","/explore/tabletop-games","/projects/questbox-jangle-cruise-adventure-in-the-box","2023-12-02T23:59:59-08:00","USD","280","0.14","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/rxcsp9bzkrmurvwfftmu.jpg","false","false","false","false","null","2023-11-02T00:00:00-07:00","null","null","null","null","null","2840338","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Introducing of the Quest Box, interactive handmade puzzle box.","[""toys"",""3d"",""camping"",""adventure""]","QUESTBOX-Jangle Cruise. Adventure in the box."
"null","Tabletop Games","/explore/tabletop-games","/projects/escape-from-orodor-the-role-playing-game","2019-06-30T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/mgdvlalrluh7ygaauzme.jpg","false","false","false","false","null","2019-05-01T00:00:00-07:00","null","null","null","null","null","2489540","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","The role-playing game based on TNG system","[""adventure"",""fantasy"",""community""]","Escape from Orodor: the Role-playing Game"
"null","Tabletop Games","/explore/tabletop-games","/projects/hide-and-go-science","2020-10-10T23:59:59-07:00","AUD","1768","0.178947368421","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/tbe4dftn03klbpmlumnj.jpg","false","false","false","false","null","2020-09-10T00:00:00-07:00","null","null","null","null","null","2611448","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","The perfect strategic card game for you and your frenemies!","[""comedy"",""family"",""robots"",""toys""]","Hide and Go Science"
"null","Tabletop Games","/explore/tabletop-games","/projects/glow-light-book--2","2019-10-04T23:59:59-07:00","USD","705","0.201428571429","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dlnudnvafggkwpyt95mg.jpg","false","false","false","false","null","2019-08-05T00:00:00-07:00","null","null","null","null","null","2533597","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","The new dimension of light!  Real excitement and true experience together!","[""album"",""adventure"",""design"",""family"",""toys""]","Glow Light Book"
"null","Tabletop Games","/explore/tabletop-games","/projects/rough-and-tumble-good-and-bad","2018-04-06T23:59:59-07:00","EUR","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/sej0dn31j9yhis1yq1su.jpg","false","false","false","false","null","2018-03-27T09:57:06-07:00","null","null","null","null","null","2356227","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","The third episode of one of the world's most successful 3D printer games!","[""3d printers"",""3d""]","Rough and Tumble : Good and bad"
"null","Tabletop Games","/explore/tabletop-games","/projects/catharsis-tarot","2019-09-30T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/o2srdtz5y6t4ekwal3df.jpg","false","false","false","false","null","2019-08-01T00:00:00-07:00","null","null","null","null","null","2530910","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","99 Cards with Major and Elder Arcana with Minors","[""tarot""]","Catharsis Tarot"
"null","Tabletop Games","/explore/tabletop-games","/projects/neokami-god-challengers--2","2019-04-26T23:59:59-07:00","USD","135","0.0135","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dinqec9tvdxoa4bejf5e.jpg","false","false","false","false","null","2019-02-25T00:00:00-08:00","null","null","null","null","null","2450444","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","You are a god contender using the variety of races to build an army fighting to become the next god.","[""adventure"",""fantasy""]","Neokami : God Challengers"
"null","Tabletop Games","/explore/tabletop-games","/projects/the-soul-of-france-speaks-to-you","2019-08-04T23:59:59-07:00","USD","1113","0.0742","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/z947lgwzejir8qze5icc.jpg","false","false","false","false","null","2019-07-04T00:00:00-07:00","null","null","null","null","null","2518618","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","40 major figures of the French culture would like to share with you their history, poetry and wisdom","[""tarot""]","The Soul of France speaks to you"
"null","Tabletop Games","/explore/tabletop-games","/projects/crypto-the-cryptocurrency-board-game","2018-08-01T23:59:59-07:00","USD","2055","0.10275","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/eqhlfigg3uxfltwmvoxo.jpg","false","false","false","false","null","2018-06-27T11:56:04-07:00","null","null","null","null","null","2392249","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","A fantastic board game that incorporates cryptocurrencies with auction-based game play mechanics.","[""crypto""]","Crypto: The Cryptocurrency Board Game"
"null","Tabletop Games","/explore/tabletop-games","/projects/non-fun-game","2023-03-31T23:59:59-07:00","USD","438","0.014360655738","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/agqnix7lntfvebjr9g5y.jpg","false","false","false","false","null","2023-03-01T00:00:00-08:00","null","null","null","null","null","2812646","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","female founded & on a mission to onboard more people to web3 through an IRL strategy card game","[""crypto"",""family"",""female founders"",""students""]","Non-Fun Game"
"null","Tabletop Games","/explore/tabletop-games","/projects/ganja-a-fun-educational-weed-themed-card-game","2020-02-04T23:59:59-08:00","CAD","2058","1.143333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/xyamo1hymeeoyu3a78mk.jpg","true","false","false","false","null","2020-02-03T23:59:59-08:00","null","null","null","null","null","2578163","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Ganja is a fun new weed themed card game challenging players to grow the largest cannabis farm ;-)","[""comedy"",""animation"",""garden"",""fantasy"",""social innovations""]","Ganja: A Fun Educational Weed Themed Card Game"
"null","Tabletop Games","/explore/tabletop-games","/projects/world-of-ere-rpg","2017-06-30T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/tuiensqnud0zlnqn2vw8.jpg","false","false","false","false","null","2017-05-31T11:55:04-07:00","null","null","null","null","null","2064004","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","A High Fantasy Steampunk Role-playing Game.

Start as a Hero, Become a Legend.","[""other""]","World of Ere RPG"
"null","Tabletop Games","/explore/tabletop-games","/projects/old-campaign-for-flag-on-the-play-see-new-one","2017-07-11T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/rnfxy8zyjhfzvxszkzcd.jpg","false","false","false","false","null","2017-06-11T14:09:50-07:00","null","null","null","null","null","2104366","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","This is our old campaign.  We have started a new campaign on this website with an extended name.","[""sports""]","Old Campaign for Flag on the Play, see new one!"
"null","Tabletop Games","/explore/tabletop-games","/projects/virtue-signal-npc","2023-06-08T23:59:59-07:00","USD","10849","0.54245","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/q7huqc5vjn6n9rudxm6c.jpg","false","false","false","false","null","2023-05-09T00:00:00-07:00","null","null","null","null","null","2810729","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Yet another expansion to the political satire card game no one asked for.","[""comedy""]","Virtue Signal: NPC"
"null","Tabletop Games","/explore/tabletop-games","/projects/blind-wizard-brawl--3","2017-11-13T23:59:59-08:00","USD","3201","1.103793103448","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vhmrqx7bj5k9ggnyyaa9.jpg","false","false","false","false","null","2017-09-14T14:52:21-07:00","null","null","null","null","null","2209542","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Blind Wizard Brawl is a micro deck-building phygital game (hybrid tabletop game with free app)","[""apps""]","Blind Wizard Brawl"
"null","Tabletop Games","/explore/tabletop-games","/projects/grid-locx-and-click-campaign","2021-02-07T23:59:59-08:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nedq0p0g3sefsvewjuxz.jpg","false","false","false","false","null","2020-12-09T00:00:00-08:00","null","null","null","null","null","2642299","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","New Boardgames","[""first-time founders"",""youtube"",""animation"",""design""]","GRID-LOCX and CLICK! Campaign"
"null","Tabletop Games","/explore/tabletop-games","/projects/makiavelia","2018-09-11T23:59:59-07:00","USD","893","0.148833333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/rbkzdw8uupn6393wjece.jpg","false","false","false","false","null","2018-08-12T01:05:41-07:00","null","null","null","null","null","2404985","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","A card game of power, diplomatic rivalry, and statesmanship.","[""other""]","Makiavelia"
"null","Tabletop Games","/explore/tabletop-games","/projects/shadow-card-games","2018-02-12T23:59:59-08:00","USD","290","0.00725","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/cnpz0i5arbe2cza9qtai.jpg","false","false","false","false","null","2017-12-29T16:43:11-08:00","null","null","null","null","null","2249588","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Shadow is a new card game with various themes.
The 'Shadow: Harvest' version will be released first.","[""other""]","SHADOW Card Games"
"null","Tabletop Games","/explore/tabletop-games","/projects/a-place-in-the-sun","2017-10-31T23:59:59-07:00","USD","94","0.094","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/q4t1ra4l4ejqfb2uoyo9.jpg","false","false","false","false","null","2017-09-29T07:03:00-07:00","null","null","null","null","null","2190446","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Dial up to deep space: a dial-driven asymmetric card game where choice trumps luck.","[""other""]","A Place In The Sun"
"null","Tabletop Games","/explore/tabletop-games","/projects/pop-up-maps-for-tabletop-role-playing-games","2019-10-31T23:59:59-07:00","EUR","138","0.092","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bvjljvlbamsuqmopcutx.jpg","false","false","false","false","null","2019-10-01T00:00:00-07:00","null","null","null","null","null","2545003","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Help me make pop-up maps for tabletop role-playing games a reality!","[""fantasy""]","Pop-up maps for tabletop role-playing games"
"null","Tabletop Games","/explore/tabletop-games","/projects/black-supremes-playing-cards","2018-05-31T23:59:59-07:00","USD","187","0.0374","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nqujvynfpironrmb9ryx.jpg","false","false","false","false","null","2018-04-16T05:00:47-07:00","null","null","null","null","null","2360029","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","The Best playing cards on the market. Period.","[""other""]","Black Supremes Playing cards"
"null","Tabletop Games","/explore/tabletop-games","/projects/campaign-journal-a-tabletop-rpg-companion","2018-06-13T23:59:59-07:00","USD","455","0.082727272727","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/lbg4wnmfvbjufkmtq2ob.jpg","false","false","false","false","null","2018-05-14T11:09:58-07:00","null","null","null","null","null","2368139","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Whether you're a GM or a player, we need to document our games: this is the tool to do just that.","[""female founders"",""adventure"",""books"",""design""]","Campaign Journal, a Tabletop RPG companion"
"null","Tabletop Games","/explore/tabletop-games","/projects/round-the-country","2021-06-13T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/p9yw1qv0uw184ibsrgmv.jpg","false","false","false","false","null","2021-05-14T00:00:00-07:00","null","null","null","null","null","2667314","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Our campaign is to raise funds for the production and Inclusion of more countries' maps on the board","[""adventure"",""social innovations"",""family"",""animation"",""camping""]","Round The Country"
"null","Tabletop Games","/explore/tabletop-games","/projects/the-secret-of-site-q-an-immersive-detective-story","2023-11-15T23:59:59-08:00","GBP","21577","2.876933333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nmi5kkh2nacjfffenqiq.jpg","true","false","false","false","null","2023-11-14T23:59:59-08:00","null","null","null","null","null","2873437","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Become an armchair detective & unravel the mystery of Site Q in this story-driven 12 part adventure","[""adventure"",""suspense""]","The Secret of Site Q -an immersive detective story"
"null","Tabletop Games","/explore/tabletop-games","/projects/the-contacts-call-or-lose","2020-02-14T23:59:59-08:00","EUR","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/u6olba0ke5wh0iiz5f4l.jpg","false","false","false","false","null","2019-12-26T00:00:00-08:00","null","null","null","null","null","2567599","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Exciting tabletop game for you and your friends. Are you ready to rely on your contacts' knowledge?","[""toys""]","The Contacts: call or lose"
"null","Tabletop Games","/explore/tabletop-games","/projects/cryptocurrency-themed-playing-cards-poker-chips","2018-03-30T23:59:59-07:00","USD","40","0.001","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/q30jfxkqquwxwx0b12fu.jpg","false","false","false","false","null","2018-02-16T08:22:45-08:00","null","null","null","null","null","2317039","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","We created casino quality cryptocurrency playing cards & poker chips! Bitcoin, Ethereum, & many more","[""crypto""]","Cryptocurrency Themed Playing Cards & Poker Chips"
"null","Tabletop Games","/explore/tabletop-games","/projects/game-of-choice-a-party-game","2017-09-01T23:59:59-07:00","USD","2952","0.2952","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/azxgddz7ozcxpyqn4es7.jpg","false","false","false","false","null","2017-08-02T14:59:46-07:00","null","null","null","null","null","2174611","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Full of butts, rainbows, ninja stars, and basically everything that's cool.","[""other""]","Game of Choice - A Party Game"
"null","Tabletop Games","/explore/tabletop-games","/projects/it-s-just-a-theory-the-conspiracy-card-game","2017-07-30T23:59:59-07:00","GBP","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/mqarmtkyndleupxmxsyn.jpg","false","false","false","false","null","2017-06-30T01:24:50-07:00","null","null","null","null","null","2151166","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Players work against each-other to create entertaining conspiracy theories","[""other""]","It's Just A Theory - The Conspiracy Card Game"
"null","Tabletop Games","/explore/tabletop-games","/projects/dungeon-dash--3","2020-08-12T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/za14liblq5z314gmrbxu.jpg","false","false","false","false","null","2020-07-12T00:00:00-07:00","null","null","null","null","null","2615814","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Dungeon Dash was made to bring an effortless breath of fresh air to the board game industry.","[""family"",""community"",""fantasy"",""adventure"",""toys""]","Dungeon Dash"
"null","Tabletop Games","/explore/tabletop-games","/projects/blessings-card-game","2023-08-04T23:59:59-07:00","USD","91","0.020222222222","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/x07o19aifjkvjkpaixxu.jpg","false","false","false","false","null","2023-06-25T00:00:00-07:00","null","null","null","null","null","2837165","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Speak words of life while you play a fun card game!","[""family"",""love"",""kids"",""toys""]","Blessings Card Game!"
"null","Tabletop Games","/explore/tabletop-games","/projects/spell-book-soaps","2023-11-03T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ldbimadamgrwwmfaet97.jpg","false","false","false","false","null","2023-10-04T00:00:00-07:00","null","null","null","null","null","2861939","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Evoke your dormant magic and open up a spell book. Each unique book contains a hand- crafted soap.","[""beauty"",""books"",""fantasy"",""first-time founders""]","Spell Book Soaps"
"null","Tabletop Games","/explore/tabletop-games","/projects/use-your-senses-the-card-game","2022-08-28T23:59:59-07:00","USD","15","0.003","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/b3xgfvnm16v7afsvktbv.jpg","false","false","false","false","null","2022-08-03T00:00:00-07:00","null","null","null","null","null","2715926","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Support the launch of this educational, fun new game, Use Your Senses!","[""kids"",""students"",""toys""]","Use Your Senses, the Card Game"
"null","Tabletop Games","/explore/tabletop-games","/projects/howzaaaat-next-gen-cricket-games-for-the-world","2021-12-22T23:59:59-08:00","AUD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hpmqyxxzegx5qmcw5qzu.jpg","false","false","false","false","null","2021-11-07T00:00:00-07:00","null","null","null","null","null","2686996","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Next Gen cricket board & app games that bring an exciting fusion of modern & traditional play.","[""sports"",""family"",""apps"",""toys""]","HOWZAAAAT! Next Gen Cricket Games for the World!"
"null","Tabletop Games","/explore/tabletop-games","/projects/cosmic-conquests","2024-01-02T23:59:59-08:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kwwnvnpyqdzyhrn64szw.jpg","false","false","false","false","null","2023-12-03T00:00:00-08:00","null","null","null","null","null","2877933","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Conquer the Cosmos, One Planet at a Time","[""adventure"",""fantasy"",""kids"",""family"",""first-time founders""]","Cosmic Conquests"
"null","Tabletop Games","/explore/tabletop-games","/projects/panminis-miniatures-for-pandemic-board-game","2018-09-20T23:59:59-07:00","USD","1473","0.070142857143","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/uz9cdh4pc2wluncuktiv.jpg","false","false","false","false","null","2018-08-21T00:00:00-07:00","null","null","null","null","null","2355682","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","A collection of 40mm plastic miniatures, for the Pandemic™ board game.","[""family"",""first-time founders"",""kids"",""toys"",""fantasy""]","Panminis - Miniatures For 'Pandemic Board Game'"
"null","Tabletop Games","/explore/tabletop-games","/projects/app-to-acquire-a-trove-of-isometric-mapping-assets","2021-09-11T23:59:59-07:00","USD","1030","0.429166666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/tje3w6joleanxsk1fmqf.jpg","false","false","false","false","null","2021-08-12T00:00:00-07:00","null","null","null","null","null","2697170","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Easily harvest isometric mapping assets from computer games to make maps for your TTRPG campaigns.","[""apps"",""software""]","App to acquire a trove of isometric mapping assets"
"null","Tabletop Games","/explore/tabletop-games","/projects/3d-printable-roman-villas-pay-what-you-want","2021-10-14T23:59:59-07:00","USD","18","0.036","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/autcrlmlc9pcm6vj3n3v.jpg","false","false","false","false","null","2021-09-20T00:00:00-07:00","null","null","null","null","null","2703614","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","3D Printable Epic Roman Villas Obtain the complete Roman Villa STL files for as little as $1.","[""3d printers""]","3D Printable Roman Villas - Pay What you Want"
"null","Tabletop Games","/explore/tabletop-games","/projects/cancelled-project-arca-ludum","2019-05-08T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/mjz142gf5eujwo7i0q5p.jpg","false","false","false","false","null","2019-04-08T00:00:00-07:00","null","null","null","null","null","2487382","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","A 90-120 min Escape Room Board Game where 2-6 players solve puzzles, crack codes & find hidden clues","[""crypto"",""horror"",""adventure"",""family"",""thriller""]","Cancelled Project - Arca Ludum"
"null","Tabletop Games","/explore/tabletop-games","/projects/dragonvault","2020-09-03T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/t5epp39rngyzplhlc5wa.jpg","false","false","false","false","null","2020-08-04T00:00:00-07:00","null","null","null","null","null","2604912","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Dragonvault is a tabletop card game for 4-8 players,","[""fantasy""]","Dragonvault"
"null","Tabletop Games","/explore/tabletop-games","/projects/curious-crimes-we-post-it-you-solve-it","2020-12-03T23:59:59-08:00","GBP","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/flelwgfzbvve4fgtdsrd.jpg","false","false","false","false","null","2020-11-18T00:00:00-08:00","null","null","null","null","null","2643552","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","You have to follow the clues, solve the puzzles and uncover the killer.","[""thriller"",""female founders"",""suspense"",""family"",""adventure""]","Curious Crimes - We Post it, You Solve it"
"null","Tabletop Games","/explore/tabletop-games","/projects/light-sprite-tarot","2021-06-30T23:59:59-07:00","USD","216","0.016","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hsjj2hhmb3wumc4ik1hw.jpg","false","false","false","false","null","2021-05-01T00:00:00-07:00","null","null","null","null","null","2677348","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","A playful re-creation of familiar Tarot. Detailed yet simple design brings this collection together.","[""tarot""]","Light Sprite Tarot"
"null","Tabletop Games","/explore/tabletop-games","/projects/westlands-a-2d6-system-rpg-core-book-1","2022-04-20T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dyzblmjpnl8o4y1vnido.jpg","false","false","false","false","null","2022-03-06T00:00:00-08:00","null","null","null","null","null","2739800","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","We're creating Westlands, a 2D6 system sword and sorcery RPG. Get the core book for $1.","[""adventure"",""fantasy"",""books""]","Westlands, a 2D6 System RPG Core Book - $1"
"null","Tabletop Games","/explore/tabletop-games","/projects/gachamo-the-capsule-card-game","2019-08-30T23:59:59-07:00","USD","166","0.0166","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wuhi9tvydpvfeqs6fixn.jpg","false","false","false","false","null","2019-07-16T00:00:00-07:00","null","null","null","null","null","2501318","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Use strategic skills to collect capsules and stop others from stealing them!","[""toys"",""indie""]","Gachamo - The Capsule Card Game"
"null","Tabletop Games","/explore/tabletop-games","/projects/master-s-hand","2019-05-16T23:59:59-07:00","USD","1234","0.189846153846","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/qzngi0hyjk8ggc0f1mmh.jpg","false","false","false","false","null","2019-03-17T00:00:00-07:00","null","null","null","null","null","2460764","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Only Power leads to Survival in Darklight city...","[""adventure"",""fantasy"",""tarot"",""youtube"",""other""]","Master's Hand"
"null","Tabletop Games","/explore/tabletop-games","/projects/counting-sleep","2017-10-12T23:59:59-07:00","GBP","565","0.188333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kuwlpoxl25ipu5hijhl9.jpg","false","false","false","false","null","2017-09-11T09:48:18-07:00","null","null","null","null","null","2116448","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","The Videogame Marathon Card Game for SpecialEffect","[""social innovations"",""kids""]","Counting Sleep"
"null","Tabletop Games","/explore/tabletop-games","/projects/lands-of-the-giants","2019-11-12T23:59:59-08:00","GBP","5569","2.2276","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/xoazlyowmzfte4cw3auk.jpg","true","false","false","false","null","2019-11-11T23:59:59-08:00","null","null","null","null","null","2557840","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","TO FIGHT GIANTS, YOU MUST BE A GIANT, Dungeons and Dragons (DnD), Pathfinder,","[""3d"",""fantasy"",""toys"",""3d printers"",""design""]","Lands of the Giants"
"null","Tabletop Games","/explore/tabletop-games","/projects/let-me-out-marching-order-quick-and-dirty-5","2023-09-19T23:59:59-07:00","USD","2490","4.856","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jrexoqp8mmid1jikna0z.jpg","false","false","false","false","null","2023-09-05T00:00:00-07:00","null","null","null","null","null","2847412","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","A solo adventure to keep you up at night for our TTRPG, Marching Order.","[""fantasy""]","Let Me Out!: Marching Order Quick and Dirty #5"
"null","Tabletop Games","/explore/tabletop-games","/projects/puzzle-box-the-legacy-of-the-alchemists","2022-12-01T23:59:59-08:00","EUR","169659","16.3729","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bpjmne3shsegw11saoxg.jpg","false","false","false","false","null","2022-11-30T23:59:59-08:00","null","null","null","null","null","2792467","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","Two puzzle boxes for exciting escape room adventures at home!","[""adventure"",""design"",""first-time founders"",""toys""]","Puzzle Box: The Legacy of the Alchemists"
"null","Tabletop Games","/explore/tabletop-games","/projects/fae--2","2022-09-24T23:59:59-07:00","USD","907","1.47","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/xrymbe3spimmsmhuzdfe.jpg","false","false","false","false","null","2022-07-26T00:00:00-07:00","null","null","null","null","null","2770324","campaign","https://www.indiegogo.com/explore/all?project_timing=all&sort=trending","The Table Top RPG where YOU are the monster!","[""adventure"",""fantasy"",""horror"",""books"",""community""]","Fae"
